yil,brend,model,viloyat,dvigatel_turi,sotilgan_soni,ortacha_narx_usd,umumiy_tushum_usd
2023,Chevrolet,Labo,Navoiy,Benzin,21,8063.00,169323.00
2023,Chevrolet,Lacetti/Gentra,Navoiy,Benzin,40,13573.00,542920.00
2023,Chevrolet,Tracker-2,Navoiy,Benzin (Turbo),12,19273.00,231276.00
2023,Chevrolet,Onix,Navoiy,Benzin (Turbo),17,15485.00,263245.00
2023,Chevrolet,Malibu-2,Navoiy,Benzin (Turbo),2,34945.00,69890.00
2023,BYD,Song Plus DM-i,Navoiy,Gibrid (PHEV),16,27512.00,440192.00
2023,BYD,Chazor (Destroyer 05),Navoiy,Gibrid (PHEV),12,21142.00,253704.00
2023,BYD,Song Plus EV,Navoiy,Elektromobil (EV),4,30757.00,123028.00
2023,BYD,Han,Navoiy,Elektromobil (EV),1,43872.00,43872.00
2023,Chery,Tiggo 7 Pro,Navoiy,Benzin (Turbo),4,26358.00,105432.00
2023,Chery,Arrizo 6 Pro,Navoiy,Benzin (Turbo),2,20509.00,41018.00
2023,Chery,Tiggo 8 Pro,Navoiy,Benzin (Turbo),1,33037.00,33037.00
2023,Haval,Jolion,Navoiy,Benzin (Turbo),2,23031.00,46062.00
2023,Haval,M6,Navoiy,Benzin,5,19454.00,97270.00
2023,Haval,H6,Navoiy,Benzin (Turbo),2,29431.00,58862.00
2023,Kia,Sonet,Navoiy,Benzin,3,17840.00,53520.00
2023,Kia,K5,Navoiy,Benzin,2,33442.00,66884.00
2023,Kia,Sportage,Navoiy,Benzin,1,34845.00,34845.00
2023,Zeekr,001,Navoiy,Elektromobil (EV),2,48283.00,96566.00
2023,Geely,Monjaro,Navoiy,Benzin (Turbo),1,36041.00,36041.00
2023,Jetour,Dashing,Navoiy,Benzin (Turbo),1,26906.00,26906.00
2023,Li Auto,L7/L9,Navoiy,Gibrid (EREV),1,57587.00,57587.00
2023,Chevrolet,Cobalt,Jizzax,Benzin,33,11850.00,391050.00
2023,Chevrolet,Damas,Jizzax,Benzin,26,8632.00,224432.00
2023,Chevrolet,Labo,Jizzax,Benzin,18,8041.00,144738.00
2023,Chevrolet,Lacetti/Gentra,Jizzax,Benzin,25,13199.00,329975.00
2023,Chevrolet,Tracker-2,Jizzax,Benzin (Turbo),9,18849.00,169641.00
2023,Chevrolet,Onix,Jizzax,Benzin (Turbo),9,15539.00,139851.00
2023,Chevrolet,Malibu-2,Jizzax,Benzin (Turbo),1,34877.00,34877.00
2023,BYD,Song Plus DM-i,Jizzax,Gibrid (PHEV),11,27297.00,300267.00
2023,BYD,Chazor (Destroyer 05),Jizzax,Gibrid (PHEV),7,20696.00,144872.00
2023,BYD,Song Plus EV,Jizzax,Elektromobil (EV),2,30878.00,61756.00
2023,BYD,Han,Jizzax,Elektromobil (EV),1,44166.00,44166.00
2023,Chery,Tiggo 7 Pro,Jizzax,Benzin (Turbo),4,26256.00,105024.00
2023,Chery,Arrizo 6 Pro,Jizzax,Benzin (Turbo),2,20529.00,41058.00
2023,Chery,Tiggo 8 Pro,Jizzax,Benzin (Turbo),1,32814.00,32814.00
2023,Haval,Jolion,Jizzax,Benzin (Turbo),2,23268.00,46536.00
2023,Haval,M6,Jizzax,Benzin,4,19282.00,77128.00
2023,Haval,H6,Jizzax,Benzin (Turbo),1,29189.00,29189.00
2023,Kia,Sonet,Jizzax,Benzin,1,17903.00,17903.00
2023,Kia,K5,Jizzax,Benzin,2,33371.00,66742.00
2023,Kia,Sportage,Jizzax,Benzin,2,34988.00,69976.00
2023,Zeekr,001,Jizzax,Elektromobil (EV),2,48523.00,97046.00
2023,Geely,Monjaro,Jizzax,Benzin (Turbo),1,35881.00,35881.00
2023,Jetour,Dashing,Jizzax,Benzin (Turbo),1,26684.00,26684.00
2023,Li Auto,L7/L9,Jizzax,Gibrid (EREV),1,57480.00,57480.00
2023,Chevrolet,Cobalt,Sirdaryo,Benzin,31,11650.00,361150.00
2023,Chevrolet,Damas,Sirdaryo,Benzin,23,8657.00,199111.00
2023,Chevrolet,Labo,Sirdaryo,Benzin,13,8197.00,106561.00
2023,Chevrolet,Lacetti/Gentra,Sirdaryo,Benzin,22,13417.00,295174.00
2023,Chevrolet,Tracker-2,Sirdaryo,Benzin (Turbo),5,18796.00,93980.00
2023,Chevrolet,Onix,Sirdaryo,Benzin (Turbo),8,15273.00,122184.00
2023,Chevrolet,Malibu-2,Sirdaryo,Benzin (Turbo),1,35126.00,35126.00
2023,BYD,Song Plus DM-i,Sirdaryo,Gibrid (PHEV),8,27815.00,222520.00
2023,BYD,Chazor (Destroyer 05),Sirdaryo,Gibrid (PHEV),7,21126.00,147882.00
2023,BYD,Song Plus EV,Sirdaryo,Elektromobil (EV),2,31173.00,62346.00
2023,BYD,Han,Sirdaryo,Elektromobil (EV),1,44093.00,44093.00
2023,Chery,Tiggo 7 Pro,Sirdaryo,Benzin (Turbo),2,26251.00,52502.00
2023,Chery,Arrizo 6 Pro,Sirdaryo,Benzin (Turbo),1,20691.00,20691.00
2023,Chery,Tiggo 8 Pro,Sirdaryo,Benzin (Turbo),1,32873.00,32873.00
2023,Haval,Jolion,Sirdaryo,Benzin (Turbo),1,23189.00,23189.00
2023,Haval,M6,Sirdaryo,Benzin,2,19441.00,38882.00
2023,Haval,H6,Sirdaryo,Benzin (Turbo),1,29357.00,29357.00
2023,Kia,Sonet,Sirdaryo,Benzin,1,17898.00,17898.00
2023,Kia,K5,Sirdaryo,Benzin,1,33391.00,33391.00
2023,Kia,Sportage,Sirdaryo,Benzin,2,34985.00,69970.00
2023,Zeekr,001,Sirdaryo,Elektromobil (EV),1,48575.00,48575.00
2023,Geely,Monjaro,Sirdaryo,Benzin (Turbo),1,35969.00,35969.00
2023,Jetour,Dashing,Sirdaryo,Benzin (Turbo),1,26892.00,26892.00
2023,Li Auto,L7/L9,Sirdaryo,Gibrid (EREV),1,57609.00,57609.00
2023,Chevrolet,Cobalt,Qoraqalpog‘iston Res.,Benzin,23,11781.00,270963.00
2023,Chevrolet,Damas,Qoraqalpog‘iston Res.,Benzin,21,8878.00,186438.00
2023,Chevrolet,Labo,Qoraqalpog‘iston Res.,Benzin,12,8222.00,98664.00
2023,Chevrolet,Lacetti/Gentra,Qoraqalpog‘iston Res.,Benzin,24,13341.00,320184.00
2023,Chevrolet,Tracker-2,Qoraqalpog‘iston Res.,Benzin (Turbo),6,19256.00,115536.00
2023,Chevrolet,Onix,Qoraqalpog‘iston Res.,Benzin (Turbo),9,15281.00,137529.00
2023,Chevrolet,Malibu-2,Qoraqalpog‘iston Res.,Benzin (Turbo),1,34976.00,34976.00
2023,BYD,Song Plus DM-i,Qoraqalpog‘iston Res.,Gibrid (PHEV),8,27834.00,222672.00
2023,BYD,Chazor (Destroyer 05),Qoraqalpog‘iston Res.,Gibrid (PHEV),6,20975.00,125850.00
2023,BYD,Song Plus EV,Qoraqalpog‘iston Res.,Elektromobil (EV),1,31158.00,31158.00
2023,BYD,Han,Qoraqalpog‘iston Res.,Elektromobil (EV),1,43846.00,43846.00
2023,Chery,Tiggo 7 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,26083.00,26083.00
2023,Chery,Arrizo 6 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,20553.00,20553.00
2023,Chery,Tiggo 8 Pro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,32913.00,32913.00
2023,Haval,Jolion,Qoraqalpog‘iston Res.,Benzin (Turbo),2,23155.00,46310.00
2023,Haval,M6,Qoraqalpog‘iston Res.,Benzin,1,19294.00,19294.00
2023,Haval,H6,Qoraqalpog‘iston Res.,Benzin (Turbo),1,29427.00,29427.00
2023,Kia,Sonet,Qoraqalpog‘iston Res.,Benzin,2,17900.00,35800.00
2023,Kia,K5,Qoraqalpog‘iston Res.,Benzin,1,33637.00,33637.00
2023,Kia,Sportage,Qoraqalpog‘iston Res.,Benzin,1,34868.00,34868.00
2023,Zeekr,001,Qoraqalpog‘iston Res.,Elektromobil (EV),1,48517.00,48517.00
2023,Geely,Monjaro,Qoraqalpog‘iston Res.,Benzin (Turbo),1,36205.00,36205.00
2023,Jetour,Dashing,Qoraqalpog‘iston Res.,Benzin (Turbo),1,26881.00,26881.00
2023,Li Auto,L7/L9,Qoraqalpog‘iston Res.,Gibrid (EREV),1,57835.00,57835.00
2024,Chevrolet,Cobalt,Toshkent shahri,Benzin,599,12307.00,7371893.00
2024,Chevrolet,Damas,Toshkent shahri,Benzin,99,8938.00,884862.00
2024,Chevrolet,Labo,Toshkent shahri,Benzin,51,8423.00,429573.00
2024,Chevrolet,Lacetti/Gentra,Toshkent shahri,Benzin,295,13779.00,4064805.00
2024,Chevrolet,Tracker-2,Toshkent shahri,Benzin (Turbo),100,17517.00,1751700.00
2024,Chevrolet,Onix,Toshkent shahri,Benzin (Turbo),131,14450.00,1892950.00
2024,Chevrolet,Malibu-2,Toshkent shahri,Benzin (Turbo),30,35993.00,1079790.00
2024,BYD,Song Plus DM-i,Toshkent shahri,Gibrid (PHEV),855,24989.00,21365595.00
2024,BYD,Chazor (Destroyer 05),Toshkent shahri,Gibrid (PHEV),572,19040.00,10890880.00
2024,BYD,Song Plus EV,Toshkent shahri,Elektromobil (EV),142,28420.00,4035640.00
2024,BYD,Han,Toshkent shahri,Elektromobil (EV),48,40147.00,1927056.00
2024,Chery,Tiggo 7 Pro,Toshkent shahri,Benzin (Turbo),65,27082.00,1760330.00
2024,Chery,Arrizo 6 Pro,Toshkent shahri,Benzin (Turbo),60,21107.00,1266420.00
2024,Chery,Tiggo 8 Pro,Toshkent shahri,Benzin (Turbo),23,34005.00,782115.00
2024,Haval,Jolion,Toshkent shahri,Benzin (Turbo),68,24031.00,1634108.00
2024,Haval,M6,Toshkent shahri,Benzin,66,19825.00,1308450.00
2024,Haval,H6,Toshkent shahri,Benzin (Turbo),31,30313.00,939703.00
2024,Kia,Sonet,Toshkent shahri,Benzin,82,18415.00,1510030.00
2024,Kia,K5,Toshkent shahri,Benzin,31,34454.00,1068074.00
2024,Kia,Sportage,Toshkent shahri,Benzin,23,36118.00,830714.00
2024,Zeekr,001,Toshkent shahri,Elektromobil (EV),27,49749.00,1343223.00
2024,Geely,Monjaro,Toshkent shahri,Benzin (Turbo),24,36983.00,887592.00
2024,Jetour,Dashing,Toshkent shahri,Benzin (Turbo),33,27459.00,906147.00
2024,Li Auto,L7/L9,Toshkent shahri,Gibrid (EREV),23,59237.00,1362451.00
2024,Chevrolet,Cobalt,Toshkent viloyati,Benzin,193,12227.00,2359811.00
2024,Chevrolet,Damas,Toshkent viloyati,Benzin,202,8943.00,1806486.00
2024,Chevrolet,Labo,Toshkent viloyati,Benzin,90,8297.00,746730.00
2024,Chevrolet,Lacetti/Gentra,Toshkent viloyati,Benzin,121,13591.00,1644511.00
2024,Chevrolet,Tracker-2,Toshkent viloyati,Benzin (Turbo),43,17742.00,762906.00
2024,Chevrolet,Onix,Toshkent viloyati,Benzin (Turbo),50,14165.00,708250.00
2024,Chevrolet,Malibu-2,Toshkent viloyati,Benzin (Turbo),6,35858.00,215148.00
2024,BYD,Song Plus DM-i,Toshkent viloyati,Gibrid (PHEV),118,25673.00,3029414.00
2024,BYD,Chazor (Destroyer 05),Toshkent viloyati,Gibrid (PHEV),100,19276.00,1927600.00
2024,BYD,Song Plus EV,Toshkent viloyati,Elektromobil (EV),18,28766.00,517788.00
2024,BYD,Han,Toshkent viloyati,Elektromobil (EV),8,40271.00,322168.00
2024,Chery,Tiggo 7 Pro,Toshkent viloyati,Benzin (Turbo),27,27216.00,734832.00
2024,Chery,Arrizo 6 Pro,Toshkent viloyati,Benzin (Turbo),21,21292.00,447132.00
2024,Chery,Tiggo 8 Pro,Toshkent viloyati,Benzin (Turbo),9,33728.00,303552.00
2024,Haval,Jolion,Toshkent viloyati,Benzin (Turbo),20,23666.00,473320.00
2024,Haval,M6,Toshkent viloyati,Benzin,25,19881.00,497025.00
2024,Haval,H6,Toshkent viloyati,Benzin (Turbo),12,30276.00,363312.00
2024,Kia,Sonet,Toshkent viloyati,Benzin,27,18677.00,504279.00
2024,Kia,K5,Toshkent viloyati,Benzin,12,34368.00,412416.00
2024,Kia,Sportage,Toshkent viloyati,Benzin,9,35853.00,322677.00
2024,Zeekr,001,Toshkent viloyati,Elektromobil (EV),5,49913.00,249565.00
2024,Geely,Monjaro,Toshkent viloyati,Benzin (Turbo),8,37263.00,298104.00
2024,Jetour,Dashing,Toshkent viloyati,Benzin (Turbo),11,27369.00,301059.00
2024,Li Auto,L7/L9,Toshkent viloyati,Gibrid (EREV),2,59281.00,118562.00
2024,Chevrolet,Cobalt,Samarqand,Benzin,271,12212.00,3309452.00
2024,Chevrolet,Damas,Samarqand,Benzin,170,9180.00,1560600.00
2024,Chevrolet,Labo,Samarqand,Benzin,86,8676.00,746136.00
2024,Chevrolet,Lacetti/Gentra,Samarqand,Benzin,143,13933.00,1992419.00
2024,Chevrolet,Tracker-2,Samarqand,Benzin (Turbo),42,17501.00,735042.00
2024,Chevrolet,Onix,Samarqand,Benzin (Turbo),37,14311.00,529507.00
2024,Chevrolet,Malibu-2,Samarqand,Benzin (Turbo),5,35964.00,179820.00
2024,BYD,Song Plus DM-i,Samarqand,Gibrid (PHEV),164,25206.00,4133784.00
2024,BYD,Chazor (Destroyer 05),Samarqand,Gibrid (PHEV),110,19571.00,2152810.00
2024,BYD,Song Plus EV,Samarqand,Elektromobil (EV),17,28121.00,478057.00
2024,BYD,Han,Samarqand,Elektromobil (EV),5,40388.00,201940.00
2024,Chery,Tiggo 7 Pro,Samarqand,Benzin (Turbo),24,27057.00,649368.00
2024,Chery,Arrizo 6 Pro,Samarqand,Benzin (Turbo),20,21007.00,420140.00
2024,Chery,Tiggo 8 Pro,Samarqand,Benzin (Turbo),9,34011.00,306099.00
2024,Haval,Jolion,Samarqand,Benzin (Turbo),20,23663.00,473260.00
2024,Haval,M6,Samarqand,Benzin,20,19967.00,399340.00
2024,Haval,H6,Samarqand,Benzin (Turbo),9,30158.00,271422.00
2024,Kia,Sonet,Samarqand,Benzin,24,18585.00,446040.00
2024,Kia,K5,Samarqand,Benzin,11,34465.00,379115.00
2024,Kia,Sportage,Samarqand,Benzin,8,36182.00,289456.00
2024,Zeekr,001,Samarqand,Elektromobil (EV),2,49913.00,99826.00
2024,Geely,Monjaro,Samarqand,Benzin (Turbo),8,37145.00,297160.00
2024,Jetour,Dashing,Samarqand,Benzin (Turbo),9,27689.00,249201.00
2024,Li Auto,L7/L9,Samarqand,Gibrid (EREV),4,59534.00,238136.00
2024,Chevrolet,Cobalt,Farg‘ona,Benzin,177,12040.00,2131080.00
2024,Chevrolet,Damas,Farg‘ona,Benzin,346,9075.00,3139950.00
2024,Chevrolet,Labo,Farg‘ona,Benzin,164,8349.00,1369236.00
2024,Chevrolet,Lacetti/Gentra,Farg‘ona,Benzin,109,13920.00,1517280.00
2024,Chevrolet,Tracker-2,Farg‘ona,Benzin (Turbo),33,17812.00,587796.00
2024,Chevrolet,Onix,Farg‘ona,Benzin (Turbo),32,14132.00,452224.00
2024,Chevrolet,Malibu-2,Farg‘ona,Benzin (Turbo),4,36122.00,144488.00
2024,BYD,Song Plus DM-i,Farg‘ona,Gibrid (PHEV),114,25485.00,2905290.00
2024,BYD,Chazor (Destroyer 05),Farg‘ona,Gibrid (PHEV),89,19463.00,1732207.00
2024,BYD,Song Plus EV,Farg‘ona,Elektromobil (EV),6,28865.00,173190.00
2024,BYD,Han,Farg‘ona,Elektromobil (EV),1,40817.00,40817.00
2024,Chery,Tiggo 7 Pro,Farg‘ona,Benzin (Turbo),21,26886.00,564606.00
2024,Chery,Arrizo 6 Pro,Farg‘ona,Benzin (Turbo),18,21017.00,378306.00
2024,Chery,Tiggo 8 Pro,Farg‘ona,Benzin (Turbo),8,33894.00,271152.00
2024,Haval,Jolion,Farg‘ona,Benzin (Turbo),17,23940.00,406980.00
2024,Haval,M6,Farg‘ona,Benzin,20,20097.00,401940.00
2024,Haval,H6,Farg‘ona,Benzin (Turbo),11,30263.00,332893.00
2024,Kia,Sonet,Farg‘ona,Benzin,20,18437.00,368740.00
2024,Kia,K5,Farg‘ona,Benzin,10,34558.00,345580.00
2024,Kia,Sportage,Farg‘ona,Benzin,7,36233.00,253631.00
2024,Zeekr,001,Farg‘ona,Elektromobil (EV),1,49780.00,49780.00
2024,Geely,Monjaro,Farg‘ona,Benzin (Turbo),8,36912.00,295296.00
2024,Jetour,Dashing,Farg‘ona,Benzin (Turbo),8,27569.00,220552.00
2024,Li Auto,L7/L9,Farg‘ona,Gibrid (EREV),2,59388.00,118776.00
2024,Chevrolet,Cobalt,Andijon,Benzin,153,12240.00,1872720.00
2024,Chevrolet,Damas,Andijon,Benzin,287,9119.00,2617153.00
2024,Chevrolet,Labo,Andijon,Benzin,149,8297.00,1236253.00
2024,Chevrolet,Lacetti/Gentra,Andijon,Benzin,86,13636.00,1172696.00
2024,Chevrolet,Tracker-2,Andijon,Benzin (Turbo),27,17551.00,473877.00
2024,Chevrolet,Onix,Andijon,Benzin (Turbo),34,14127.00,480318.00
2024,Chevrolet,Malibu-2,Andijon,Benzin (Turbo),3,35943.00,107829.00
2024,BYD,Song Plus DM-i,Andijon,Gibrid (PHEV),91,25597.00,2329327.00
2024,BYD,Chazor (Destroyer 05),Andijon,Gibrid (PHEV),65,19027.00,1236755.00
2024,BYD,Song Plus EV,Andijon,Elektromobil (EV),5,28787.00,143935.00
2024,BYD,Han,Andijon,Elektromobil (EV),3,40337.00,121011.00
2024,Chery,Tiggo 7 Pro,Andijon,Benzin (Turbo),19,26956.00,512164.00
2024,Chery,Arrizo 6 Pro,Andijon,Benzin (Turbo),15,21087.00,316305.00
2024,Chery,Tiggo 8 Pro,Andijon,Benzin (Turbo),7,33923.00,237461.00
2024,Haval,Jolion,Andijon,Benzin (Turbo),16,23837.00,381392.00
2024,Haval,M6,Andijon,Benzin,16,20056.00,320896.00
2024,Haval,H6,Andijon,Benzin (Turbo),9,30014.00,270126.00
2024,Kia,Sonet,Andijon,Benzin,19,18679.00,354901.00
2024,Kia,K5,Andijon,Benzin,7,34615.00,242305.00
2024,Kia,Sportage,Andijon,Benzin,7,36017.00,252119.00
2024,Zeekr,001,Andijon,Elektromobil (EV),1,49882.00,49882.00
2024,Geely,Monjaro,Andijon,Benzin (Turbo),8,36939.00,295512.00
2024,Jetour,Dashing,Andijon,Benzin (Turbo),6,27502.00,165012.00
2024,Li Auto,L7/L9,Andijon,Gibrid (EREV),1,59399.00,59399.00
2024,Chevrolet,Cobalt,Namangan,Benzin,140,12377.00,1732780.00
2024,Chevrolet,Damas,Namangan,Benzin,243,8820.00,2143260.00
2024,Chevrolet,Labo,Namangan,Benzin,145,8430.00,1222350.00
2024,Chevrolet,Lacetti/Gentra,Namangan,Benzin,78,13800.00,1076400.00
2024,Chevrolet,Tracker-2,Namangan,Benzin (Turbo),23,17588.00,404524.00
2024,Chevrolet,Onix,Namangan,Benzin (Turbo),28,14601.00,408828.00
2024,Chevrolet,Malibu-2,Namangan,Benzin (Turbo),3,35983.00,107949.00
2024,BYD,Song Plus DM-i,Namangan,Gibrid (PHEV),82,25088.00,2057216.00
2024,BYD,Chazor (Destroyer 05),Namangan,Gibrid (PHEV),58,19219.00,1114702.00
2024,BYD,Song Plus EV,Namangan,Elektromobil (EV),5,28721.00,143605.00
2024,BYD,Han,Namangan,Elektromobil (EV),2,40811.00,81622.00
2024,Chery,Tiggo 7 Pro,Namangan,Benzin (Turbo),16,26838.00,429408.00
2024,Chery,Arrizo 6 Pro,Namangan,Benzin (Turbo),14,21181.00,296534.00
2024,Chery,Tiggo 8 Pro,Namangan,Benzin (Turbo),6,34003.00,204018.00
2024,Haval,Jolion,Namangan,Benzin (Turbo),14,24015.00,336210.00
2024,Haval,M6,Namangan,Benzin,15,19953.00,299295.00
2024,Haval,H6,Namangan,Benzin (Turbo),6,30051.00,180306.00
2024,Kia,Sonet,Namangan,Benzin,19,18673.00,354787.00
2024,Kia,K5,Namangan,Benzin,6,34354.00,206124.00
2024,Kia,Sportage,Namangan,Benzin,6,36039.00,216234.00
2024,Zeekr,001,Namangan,Elektromobil (EV),1,49801.00,49801.00
2024,Geely,Monjaro,Namangan,Benzin (Turbo),4,37206.00,148824.00
2024,Jetour,Dashing,Namangan,Benzin (Turbo),6,27457.00,164742.00
2024,Li Auto,L7/L9,Namangan,Gibrid (EREV),1,59260.00,59260.00
2024,Chevrolet,Cobalt,Buxoro,Benzin,175,12135.00,2123625.00
2024,Chevrolet,Damas,Buxoro,Benzin,101,8872.00,896072.00
2024,Chevrolet,Labo,Buxoro,Benzin,49,8539.00,418411.00
2024,Chevrolet,Lacetti/Gentra,Buxoro,Benzin,92,13928.00,1281376.00
2024,Chevrolet,Tracker-2,Buxoro,Benzin (Turbo),20,17576.00,351520.00
2024,Chevrolet,Onix,Buxoro,Benzin (Turbo),29,14142.00,410118.00
2024,Chevrolet,Malibu-2,Buxoro,Benzin (Turbo),3,36006.00,108018.00
2024,BYD,Song Plus DM-i,Buxoro,Gibrid (PHEV),80,25629.00,2050320.00
2024,BYD,Chazor (Destroyer 05),Buxoro,Gibrid (PHEV),69,19677.00,1357713.00
2024,BYD,Song Plus EV,Buxoro,Elektromobil (EV),11,28209.00,310299.00
2024,BYD,Han,Buxoro,Elektromobil (EV),6,40229.00,241374.00
2024,Chery,Tiggo 7 Pro,Buxoro,Benzin (Turbo),15,26961.00,404415.00
2024,Chery,Arrizo 6 Pro,Buxoro,Benzin (Turbo),10,21198.00,211980.00
2024,Chery,Tiggo 8 Pro,Buxoro,Benzin (Turbo),7,33934.00,237538.00
2024,Haval,Jolion,Buxoro,Benzin (Turbo),12,24016.00,288192.00
2024,Haval,M6,Buxoro,Benzin,13,19895.00,258635.00
2024,Haval,H6,Buxoro,Benzin (Turbo),6,30225.00,181350.00
2024,Kia,Sonet,Buxoro,Benzin,12,18526.00,222312.00
2024,Kia,K5,Buxoro,Benzin,7,34616.00,242312.00
2024,Kia,Sportage,Buxoro,Benzin,6,36238.00,217428.00
2024,Zeekr,001,Buxoro,Elektromobil (EV),3,49814.00,149442.00
2024,Geely,Monjaro,Buxoro,Benzin (Turbo),5,37113.00,185565.00
2024,Jetour,Dashing,Buxoro,Benzin (Turbo),7,27601.00,193207.00
2024,Li Auto,L7/L9,Buxoro,Gibrid (EREV),2,59283.00,118566.00
2024,Chevrolet,Cobalt,Qashqadaryo,Benzin,104,12301.00,1279304.00
2024,Chevrolet,Damas,Qashqadaryo,Benzin,81,9005.00,729405.00
2024,Chevrolet,Labo,Qashqadaryo,Benzin,45,8622.00,387990.00
2024,Chevrolet,Lacetti/Gentra,Qashqadaryo,Benzin,56,13825.00,774200.00
2024,Chevrolet,Tracker-2,Qashqadaryo,Benzin (Turbo),18,17897.00,322146.00
2024,Chevrolet,Onix,Qashqadaryo,Benzin (Turbo),21,14279.00,299859.00
2024,Chevrolet,Malibu-2,Qashqadaryo,Benzin (Turbo),3,35876.00,107628.00
2024,BYD,Song Plus DM-i,Qashqadaryo,Gibrid (PHEV),48,25232.00,1211136.00
2024,BYD,Chazor (Destroyer 05),Qashqadaryo,Gibrid (PHEV),48,19125.00,918000.00
2024,BYD,Song Plus EV,Qashqadaryo,Elektromobil (EV),10,28181.00,281810.00
2024,BYD,Han,Qashqadaryo,Elektromobil (EV),5,40098.00,200490.00
2024,Chery,Tiggo 7 Pro,Qashqadaryo,Benzin (Turbo),12,27194.00,326328.00
2024,Chery,Arrizo 6 Pro,Qashqadaryo,Benzin (Turbo),9,21193.00,190737.00
2024,Chery,Tiggo 8 Pro,Qashqadaryo,Benzin (Turbo),4,34044.00,136176.00
2024,Haval,Jolion,Qashqadaryo,Benzin (Turbo),10,23946.00,239460.00
2024,Haval,M6,Qashqadaryo,Benzin,10,19958.00,199580.00
2024,Haval,H6,Qashqadaryo,Benzin (Turbo),5,30367.00,151835.00
2024,Kia,Sonet,Qashqadaryo,Benzin,13,18477.00,240201.00
2024,Kia,K5,Qashqadaryo,Benzin,4,34334.00,137336.00
2024,Kia,Sportage,Qashqadaryo,Benzin,5,35869.00,179345.00
2024,Zeekr,001,Qashqadaryo,Elektromobil (EV),1,49927.00,49927.00
2024,Geely,Monjaro,Qashqadaryo,Benzin (Turbo),4,37195.00,148780.00
2024,Jetour,Dashing,Qashqadaryo,Benzin (Turbo),4,27665.00,110660.00
2024,Li Auto,L7/L9,Qashqadaryo,Gibrid (EREV),1,59320.00,59320.00
2024,Chevrolet,Cobalt,Xorazm,Benzin,84,12210.00,1025640.00
2024,Chevrolet,Damas,Xorazm,Benzin,140,8852.00,1239280.00
2024,Chevrolet,Labo,Xorazm,Benzin,69,8545.00,589605.00
2024,Chevrolet,Lacetti/Gentra,Xorazm,Benzin,53,13674.00,724722.00
2024,Chevrolet,Tracker-2,Xorazm,Benzin (Turbo),16,17496.00,279936.00
2024,Chevrolet,Onix,Xorazm,Benzin (Turbo),14,14194.00,198716.00
2024,Chevrolet,Malibu-2,Xorazm,Benzin (Turbo),2,36021.00,72042.00
2024,BYD,Song Plus DM-i,Xorazm,Gibrid (PHEV),50,24924.00,1246200.00
2024,BYD,Chazor (Destroyer 05),Xorazm,Gibrid (PHEV),30,19524.00,585720.00
2024,BYD,Song Plus EV,Xorazm,Elektromobil (EV),3,28138.00,84414.00
2024,BYD,Han,Xorazm,Elektromobil (EV),1,40824.00,40824.00
2024,Chery,Tiggo 7 Pro,Xorazm,Benzin (Turbo),8,26869.00,214952.00
2024,Chery,Arrizo 6 Pro,Xorazm,Benzin (Turbo),7,21054.00,147378.00
2024,Chery,Tiggo 8 Pro,Xorazm,Benzin (Turbo),2,33891.00,67782.00
2024,Haval,Jolion,Xorazm,Benzin (Turbo),8,24017.00,192136.00
2024,Haval,M6,Xorazm,Benzin,8,19925.00,159400.00
2024,Haval,H6,Xorazm,Benzin (Turbo),5,30096.00,150480.00
2024,Kia,Sonet,Xorazm,Benzin,8,18550.00,148400.00
2024,Kia,K5,Xorazm,Benzin,4,34507.00,138028.00
2024,Kia,Sportage,Xorazm,Benzin,3,35902.00,107706.00
2024,Zeekr,001,Xorazm,Elektromobil (EV),1,49944.00,49944.00
2024,Geely,Monjaro,Xorazm,Benzin (Turbo),4,37272.00,149088.00
2024,Jetour,Dashing,Xorazm,Benzin (Turbo),4,27511.00,110044.00
2024,Li Auto,L7/L9,Xorazm,Gibrid (EREV),1,59173.00,59173.00
2024,Chevrolet,Cobalt,Surxondaryo,Benzin,79,12200.00,963800.00
2024,Chevrolet,Damas,Surxondaryo,Benzin,67,9077.00,608159.00
2024,Chevrolet,Labo,Surxondaryo,Benzin,37,8562.00,316794.00
2024,Chevrolet,Lacetti/Gentra,Surxondaryo,Benzin,36,13790.00,496440.00
2024,Chevrolet,Tracker-2,Surxondaryo,Benzin (Turbo),16,17802.00,284832.00
2024,Chevrolet,Onix,Surxondaryo,Benzin (Turbo),15,14223.00,213345.00
2024,Chevrolet,Malibu-2,Surxondaryo,Benzin (Turbo),1,36154.00,36154.00
2024,BYD,Song Plus DM-i,Surxondaryo,Gibrid (PHEV),48,24995.00,1199760.00
2024,BYD,Chazor (Destroyer 05),Surxondaryo,Gibrid (PHEV),35,19065.00,667275.00
2024,BYD,Song Plus EV,Surxondaryo,Elektromobil (EV),9,28146.00,253314.00
2024,BYD,Han,Surxondaryo,Elektromobil (EV),4,40161.00,160644.00
2024,Chery,Tiggo 7 Pro,Surxondaryo,Benzin (Turbo),10,26901.00,269010.00
2024,Chery,Arrizo 6 Pro,Surxondaryo,Benzin (Turbo),9,21326.00,191934.00
2024,Chery,Tiggo 8 Pro,Surxondaryo,Benzin (Turbo),4,33757.00,135028.00
