Yil,Chorak,Davr,Viloyat,Brend,Model,Kuzov_Turi,Dvigatel_Turi,Ishlab_Chiqarish,Narx_Segmenti,Ortacha_Narx_USD,Sotilgan_Soni,Umumiy_Tushum_USD
2024,Q2,2024-Q2,Samarqand,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),36000,8,288000
2024,Q2,2024-Q2,Samarqand,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),50002,4,200008
2024,Q2,2024-Q2,Samarqand,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37031,8,296248
2024,Q2,2024-Q2,Samarqand,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27647,12,331764
2024,Q2,2024-Q2,Samarqand,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59187,3,177561
2024,Q2,2024-Q2,Farg‘ona,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12024,146,1755504
2024,Q2,2024-Q2,Farg‘ona,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8921,390,3479190
2024,Q2,2024-Q2,Farg‘ona,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8496,174,1478304
2024,Q2,2024-Q2,Farg‘ona,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13659,107,1461513
2024,Q2,2024-Q2,Farg‘ona,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17676,38,671688
2024,Q2,2024-Q2,Farg‘ona,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14648,37,541976
2024,Q2,2024-Q2,Farg‘ona,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36196,7,253372
2024,Q2,2024-Q2,Farg‘ona,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25080,105,2633400
2024,Q2,2024-Q2,Farg‘ona,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19611,73,1431603
2024,Q2,2024-Q2,Farg‘ona,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28300,6,169800
2024,Q2,2024-Q2,Farg‘ona,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40691,1,40691
2024,Q2,2024-Q2,Farg‘ona,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27213,20,544260
2024,Q2,2024-Q2,Farg‘ona,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21242,17,361114
2024,Q2,2024-Q2,Farg‘ona,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33792,5,168960
2024,Q2,2024-Q2,Farg‘ona,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23651,15,354765
2024,Q2,2024-Q2,Farg‘ona,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19971,18,359478
2024,Q2,2024-Q2,Farg‘ona,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30362,10,303620
2024,Q2,2024-Q2,Farg‘ona,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18448,22,405856
2024,Q2,2024-Q2,Farg‘ona,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34251,9,308259
2024,Q2,2024-Q2,Farg‘ona,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),36082,7,252574
2024,Q2,2024-Q2,Farg‘ona,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49701,2,99402
2024,Q2,2024-Q2,Farg‘ona,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37043,7,259301
2024,Q2,2024-Q2,Farg‘ona,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27629,8,221032
2024,Q2,2024-Q2,Farg‘ona,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59406,1,59406
2024,Q2,2024-Q2,Andijon,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12095,167,2019865
2024,Q2,2024-Q2,Andijon,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8841,284,2510844
2024,Q2,2024-Q2,Andijon,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8379,166,1390914
2024,Q2,2024-Q2,Andijon,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13725,92,1262700
2024,Q2,2024-Q2,Andijon,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17483,31,541973
2024,Q2,2024-Q2,Andijon,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14576,33,481008
2024,Q2,2024-Q2,Andijon,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36009,3,108027
2024,Q2,2024-Q2,Andijon,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25056,88,2204928
2024,Q2,2024-Q2,Andijon,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19673,63,1239399
2024,Q2,2024-Q2,Andijon,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28560,6,171360
2024,Q2,2024-Q2,Andijon,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40181,2,80362
2024,Q2,2024-Q2,Andijon,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27191,19,516629
2024,Q2,2024-Q2,Andijon,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21057,15,315855
2024,Q2,2024-Q2,Andijon,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33831,8,270648
2024,Q2,2024-Q2,Andijon,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23741,17,403597
2024,Q2,2024-Q2,Andijon,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19779,16,316464
2024,Q2,2024-Q2,Andijon,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30245,8,241960
2024,Q2,2024-Q2,Andijon,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18738,21,393498
2024,Q2,2024-Q2,Andijon,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34453,8,275624
2024,Q2,2024-Q2,Andijon,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),35868,6,215208
2024,Q2,2024-Q2,Andijon,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49905,1,49905
2024,Q2,2024-Q2,Andijon,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37292,8,298336
2024,Q2,2024-Q2,Andijon,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27500,7,192500
2024,Q2,2024-Q2,Andijon,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59390,2,118780
2024,Q2,2024-Q2,Namangan,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12286,140,1720040
2024,Q2,2024-Q2,Namangan,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8981,261,2344041
2024,Q2,2024-Q2,Namangan,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8409,144,1210896
2024,Q2,2024-Q2,Namangan,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13931,71,989101
2024,Q2,2024-Q2,Namangan,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17427,29,505383
2024,Q2,2024-Q2,Namangan,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14220,29,412380
2024,Q2,2024-Q2,Namangan,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36010,5,180050
2024,Q2,2024-Q2,Namangan,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25282,90,2275380
2024,Q2,2024-Q2,Namangan,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),18990,68,1291320
2024,Q2,2024-Q2,Namangan,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28886,3,86658
2024,Q2,2024-Q2,Namangan,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40476,2,80952
2024,Q2,2024-Q2,Namangan,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),26832,13,348816
2024,Q2,2024-Q2,Namangan,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21052,14,294728
2024,Q2,2024-Q2,Namangan,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33917,6,203502
2024,Q2,2024-Q2,Namangan,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23947,15,359205
2024,Q2,2024-Q2,Namangan,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19931,17,338827
2024,Q2,2024-Q2,Namangan,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30368,9,273312
2024,Q2,2024-Q2,Namangan,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18703,15,280545
2024,Q2,2024-Q2,Namangan,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34353,6,206118
2024,Q2,2024-Q2,Namangan,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),35885,5,179425
2024,Q2,2024-Q2,Namangan,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49733,1,49733
2024,Q2,2024-Q2,Namangan,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37154,7,260078
2024,Q2,2024-Q2,Namangan,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27457,7,192199
2024,Q2,2024-Q2,Namangan,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59472,1,59472
2024,Q2,2024-Q2,Buxoro,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12320,173,2131360
2024,Q2,2024-Q2,Buxoro,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),9016,113,1018808
2024,Q2,2024-Q2,Buxoro,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8306,55,456830
2024,Q2,2024-Q2,Buxoro,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13769,89,1225441
2024,Q2,2024-Q2,Buxoro,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17782,20,355640
2024,Q2,2024-Q2,Buxoro,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14281,25,357025
2024,Q2,2024-Q2,Buxoro,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36068,2,72136
2024,Q2,2024-Q2,Buxoro,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25508,97,2474276
2024,Q2,2024-Q2,Buxoro,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19457,72,1400904
2024,Q2,2024-Q2,Buxoro,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28643,9,257787
2024,Q2,2024-Q2,Buxoro,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40768,3,122304
2024,Q2,2024-Q2,Buxoro,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27111,12,325332
2024,Q2,2024-Q2,Buxoro,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21160,13,275080
2024,Q2,2024-Q2,Buxoro,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33826,6,202956
2024,Q2,2024-Q2,Buxoro,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23891,11,262801
2024,Q2,2024-Q2,Buxoro,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19844,10,198440
2024,Q2,2024-Q2,Buxoro,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30048,5,150240
2024,Q2,2024-Q2,Buxoro,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18503,16,296048
2024,Q2,2024-Q2,Buxoro,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34635,5,173175
2024,Q2,2024-Q2,Buxoro,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),36208,4,144832
2024,Q2,2024-Q2,Buxoro,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49892,3,149676
2024,Q2,2024-Q2,Buxoro,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37146,6,222876
2024,Q2,2024-Q2,Buxoro,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27509,5,137545
2024,Q2,2024-Q2,Buxoro,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59405,1,59405
2024,Q2,2024-Q2,Qashqadaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12088,103,1245064
2024,Q2,2024-Q2,Qashqadaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),9207,90,828630
2024,Q2,2024-Q2,Qashqadaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8383,42,352086
2024,Q2,2024-Q2,Qashqadaryo,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13668,55,751740
2024,Q2,2024-Q2,Qashqadaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17870,17,303790
2024,Q2,2024-Q2,Qashqadaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14365,24,344760
2024,Q2,2024-Q2,Qashqadaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36108,2,72216
2024,Q2,2024-Q2,Qashqadaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25125,57,1432125
2024,Q2,2024-Q2,Qashqadaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19661,41,806101
2024,Q2,2024-Q2,Qashqadaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28250,10,282500
2024,Q2,2024-Q2,Qashqadaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40576,2,81152
2024,Q2,2024-Q2,Qashqadaryo,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),27152,12,325824
2024,Q2,2024-Q2,Qashqadaryo,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21132,7,147924
2024,Q2,2024-Q2,Qashqadaryo,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34042,4,136168
2024,Q2,2024-Q2,Qashqadaryo,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23778,11,261558
2024,Q2,2024-Q2,Qashqadaryo,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19818,10,198180
2024,Q2,2024-Q2,Qashqadaryo,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30302,5,151510
2024,Q2,2024-Q2,Qashqadaryo,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18522,11,203742
2024,Q2,2024-Q2,Qashqadaryo,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34605,4,138420
2024,Q2,2024-Q2,Qashqadaryo,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),35978,3,107934
2024,Q2,2024-Q2,Qashqadaryo,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49762,1,49762
2024,Q2,2024-Q2,Qashqadaryo,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37215,5,186075
2024,Q2,2024-Q2,Qashqadaryo,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27519,4,110076
2024,Q2,2024-Q2,Qashqadaryo,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59223,1,59223
2024,Q2,2024-Q2,Xorazm,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12311,75,923325
2024,Q2,2024-Q2,Xorazm,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8975,140,1256500
2024,Q2,2024-Q2,Xorazm,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8308,79,656332
2024,Q2,2024-Q2,Xorazm,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13774,47,647378
2024,Q2,2024-Q2,Xorazm,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17673,16,282768
2024,Q2,2024-Q2,Xorazm,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14551,18,261918
2024,Q2,2024-Q2,Xorazm,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36232,1,36232
2024,Q2,2024-Q2,Xorazm,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25498,52,1325896
2024,Q2,2024-Q2,Xorazm,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),19475,34,662150
2024,Q2,2024-Q2,Xorazm,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28475,2,56950
2024,Q2,2024-Q2,Xorazm,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40458,1,40458
2024,Q2,2024-Q2,Xorazm,Chery,Tiggo 7 Pro,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),26997,9,242973
2024,Q2,2024-Q2,Xorazm,Chery,Arrizo 6 Pro,C-Sedan,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),21230,6,127380
2024,Q2,2024-Q2,Xorazm,Chery,Tiggo 8 Pro,Mid-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),33923,3,101769
2024,Q2,2024-Q2,Xorazm,Haval,Jolion,B-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),23864,8,190912
2024,Q2,2024-Q2,Xorazm,Haval,M6,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),19885,7,139195
2024,Q2,2024-Q2,Xorazm,Haval,H6,C-SUV,Benzin (Turbo),Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),30225,4,120900
2024,Q2,2024-Q2,Xorazm,Kia,Sonet,B-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),O‘rta ($15k-$25k),18510,8,148080
2024,Q2,2024-Q2,Xorazm,Kia,K5,D-Sedan,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),34364,3,103092
2024,Q2,2024-Q2,Xorazm,Kia,Sportage,C-SUV,Benzin,Mahalliy yig‘uv (ADM Jizzax),Yuqori-o‘rta ($25k-$40k),36059,1,36059
2024,Q2,2024-Q2,Xorazm,Zeekr,001,E-Shooting Brake,Elektromobil (EV),Import (Xitoy),Premium (>$40k),49996,1,49996
2024,Q2,2024-Q2,Xorazm,Geely,Monjaro,Mid-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),37029,6,222174
2024,Q2,2024-Q2,Xorazm,Jetour,Dashing,C-SUV,Benzin (Turbo),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),27417,4,109668
2024,Q2,2024-Q2,Xorazm,Li Auto,L7/L9,Full-SUV,Gibrid (EREV),Import (Xitoy),Premium (>$40k),59548,1,59548
2024,Q2,2024-Q2,Surxondaryo,Chevrolet,Cobalt,B-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),12137,88,1068056
2024,Q2,2024-Q2,Surxondaryo,Chevrolet,Damas,Mini-Van,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8834,72,636048
2024,Q2,2024-Q2,Surxondaryo,Chevrolet,Labo,Mini-Truck,Benzin,Mahalliy (Pitnak),Byudjet (<$15k),8448,41,346368
2024,Q2,2024-Q2,Surxondaryo,Chevrolet,Lacetti/Gentra,C-Sedan,Benzin,Mahalliy (Asaka),Byudjet (<$15k),13902,44,611688
2024,Q2,2024-Q2,Surxondaryo,Chevrolet,Tracker-2,B-SUV,Benzin (Turbo),Mahalliy (Asaka),O‘rta ($15k-$25k),17382,14,243348
2024,Q2,2024-Q2,Surxondaryo,Chevrolet,Onix,B-Sedan,Benzin (Turbo),Mahalliy (Asaka),Byudjet (<$15k),14674,17,249458
2024,Q2,2024-Q2,Surxondaryo,Chevrolet,Malibu-2,D-Sedan,Benzin (Turbo),Mahalliy (Asaka),Yuqori-o‘rta ($25k-$40k),36117,1,36117
2024,Q2,2024-Q2,Surxondaryo,BYD,Song Plus DM-i,C-SUV,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),Yuqori-o‘rta ($25k-$40k),25104,48,1204992
2024,Q2,2024-Q2,Surxondaryo,BYD,Chazor (Destroyer 05),C-Sedan,Gibrid (PHEV),Gibrid/Yig‘uv (Jizzax),O‘rta ($15k-$25k),18988,36,683568
2024,Q2,2024-Q2,Surxondaryo,BYD,Song Plus EV,C-SUV,Elektromobil (EV),Import (Xitoy),Yuqori-o‘rta ($25k-$40k),28591,7,200137
2024,Q2,2024-Q2,Surxondaryo,BYD,Han,E-Sedan,Elektromobil (EV),Import (Xitoy),Premium (>$40k),40295,3,120885
